objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Sub Terra: Investigation","215942","0","2","0","1","0","0","0","0","0","0","0","1","","","","","","39740961","5.72926","7.62182","2","0","1408","thing","Sub Terra: Investigation","1","6","90","90","45","2017","3,4,5,6","4,5,6","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Suburbia: Collector's Edition","267367","0","","0","1","0","0","0","0","0","0","0","3","","","","","","58385590","6.98836","8.20786","2.8611","0","5932","thing","Suburbia: Collector's Edition","1","5","90","90","90","2019","1,2,3,4,5","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Suburbia: Collector's Edition – Sax Serenade Jazz Club","275850","0","","0","1","0","0","0","0","0","0","0","1","","","","","","69024424","0","7.532","2.5","0","318","thing","Suburbia: Collector's Edition – Sax Serenade Jazz Club","1","5","90","90","90","2019","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Super Mario Bros. Power Up Card Game","232831","0","","0","1","0","0","0","1","0","0","0","3","","","","","","56840929","5.468","5.40312","1","19249","1042","thing","Super Mario Bros. Power Up Card Game","3","8","30","30","10","2017","4,5,6","5","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Super Story War","164086","6","1","0","1","0","0","0","0","0","0","0","1","","","","","","26697421","5.49426","5.33953","0","0","237","thing","Super Story War","3","8","20","20","20","2014","3,4,5,6,7,8","3","5","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Superfight","139443","7","4","0","1","0","0","0","0","0","0","0","3","","","","","","26619082","5.66989","5.93255","1.2083","5283","5576","thing","Superfight","3","10","30","30","30","2013","3,4,5,6,7,8","4,5,6","12+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"Superfight: The Red Deck","150385","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","26619094","5.5504","6.18011","1","0","970","thing","Superfight: The Red Deck","2","10","30","30","30","2013","3,4,5,6,7,8,9,10","3,4,5,6,7","16+","","","","","","","expansion","","","","","","","","","","","","","","",""
"Sushi Go Party!","192291","10","3","0","1","0","0","0","0","0","0","0","1","","","","","","32809377","7.28811","7.46444","1.3171","189","40114","thing","Sushi Go Party!","2","8","20","20","20","2016","2,3,4,5,6,7,8","4,5","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Sushi Go!","133473","10","11","0","1","0","0","0","0","0","0","0","3","","","","","","29332303","6.9392","7.05097","1.1668","445","59174","thing","Sushi Go!","2","5","15","15","15","2013","3,4,5","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Sushi Roll","271869","8","4","0","1","0","0","0","0","0","0","0","3","","Outland","","","","60131043","6.44692","7.15825","1.2368","1115","4861","thing","Sushi Roll","2","5","20","20","20","2019","2,3,4,5","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"T.I.M.E Stories","146508","0","3","0","1","0","0","0","0","0","0","0","1","","","","","","34423341","7.37109","7.54885","2.61","145","35164","thing","T.I.M.E Stories","2","4","90","90","90","2015","2,3,4","4","14+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"T.I.M.E Stories: A Prophecy of Dragons","189035","0","","0","1","0","0","0","0","0","0","0","1","","","","","","53713259","7.0802","7.6247","2.6393","0","12778","thing","T.I.M.E Stories: A Prophecy of Dragons","2","4","180","180","90","2016","2,3,4","4","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"T.I.M.E Stories: Estrella Drive","220836","0","","0","1","0","0","0","0","0","0","0","1","","","","","","53713266","6.34732","7.24268","2.2308","0","5462","thing","T.I.M.E Stories: Estrella Drive","2","4","90","90","90","2017","2,3,4","4","14+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"T.I.M.E Stories: Santo Tomás de Aquino","233253","0","","0","1","0","0","0","0","0","0","0","3","","","","","","53512605","5.87934","7.13593","2.25","0","2195","thing","T.I.M.E Stories: Santo Tomás de Aquino","2","4","90","90","60","2017","2,3,4","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"T.I.M.E Stories: The Marcy Case","180585","0","","0","1","0","0","0","0","0","0","0","1","","","","","","53713261","7.12778","7.57236","2.6588","0","14646","thing","T.I.M.E Stories: The Marcy Case","2","4","90","90","60","2015","2,3,4","4","12+","Unplayable in another language","","","","","","expansion","","","","","","","","","","","","","","",""
"T.I.M.E Stories: Under the Mask","189686","0","","0","1","0","0","0","0","0","0","0","2","","","","","","40635493","6.75597","7.3395","2.5278","0","10340","thing","T.I.M.E Stories: Under the Mask","2","4","90","0","90","2016","2,3,4","4","12+","Unplayable in another language","","","","","","expansion","","","","","","","","","","","","","","",""
"Tac Tac Jack","39206","6","6","0","1","0","0","0","0","0","0","0","3","","","","","","27925183","6.11485","6.41093","1.0385","1980","5068","thing","Tac Tac Jack","2","7","10","10","10","2008","2,3,4,5,6,7","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Takenoko","70919","8","5","1","1","0","0","0","0","0","0","0","3","","","","","","29183434","7.14584","7.27238","1.9827","280","53535","thing","Takenoko","2","4","45","45","45","2011","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Takenoko: Chibis","174095","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","29237099","6.84853","7.55783","1.8472","0","12494","thing","Takenoko: Chibis","2","4","45","0","45","2015","2,3,4","3,4","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Tantrix","1038","6","4","0","1","0","0","0","0","0","0","0","1","","","","","","26697339","5.92426","6.33237","2.2208","2811","3401","thing","Tantrix","1","4","30","30","30","1991","1,2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Tao Long: The Way of the Dragon","215613","0","","0","1","0","0","0","1","0","0","0","3","","","","","","40010192","6.11205","6.94315","2.625","1989","3659","thing","Tao Long: The Way of the Dragon","2","2","30","30","10","2017","2","2","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Tao Long: The Way of the Dragon – 4 Players Expansion","219901","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49430176","5.53392","7.17442","3","0","895","thing","Tao Long: The Way of the Dragon – 4 Players Expansion","4","4","30","30","10","2017","2,4","4","12+","","","","","","","expansion","","","","","","","","","","","","","","",""
"Tao Long: The Way of the Dragon – The Four Seasons","219902","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49430174","5.53597","7.45946","3","0","787","thing","Tao Long: The Way of the Dragon – The Four Seasons","2","2","30","30","10","2018","2","2","14+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Tao Long: The Way of the Dragon – The Pink Fluffy Bunny","243269","0","","0","1","0","0","0","0","0","0","0","1","","","","","","51505500","5.52947","7.01351","3","0","655","thing","Tao Long: The Way of the Dragon – The Pink Fluffy Bunny","2","4","20","20","20","2017","1,2,3,4","2","10+","","","","","","","expansion","","","","","","","","","","","","","","",""
"Tao Long: The Way of the Dragon – The Tiger and the Phoenix","243268","0","","0","1","0","0","0","0","0","0","0","1","","","","","","51505506","5.5413","7.23256","3","0","773","thing","Tao Long: The Way of the Dragon – The Tiger and the Phoenix","2","4","20","20","20","2017","2,3,4","2","14+","","","","","","","expansion","","","","","","","","","","","","","","",""
"The Taverns of Tiefenthal","269207","0","","0","1","0","0","0","0","0","0","0","3","","","","","","68274938","7.1674","7.63417","2.6623","258","11193","thing","The Taverns of Tiefenthal","2","4","60","60","60","2019","2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Telestrations","46213","0","8","0","1","0","0","0","0","0","0","0","1","","","","","","39254156","7.16459","7.39839","1.0799","262","18259","thing","Telestrations","4","8","30","30","30","2009","5,6,7,8","8","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Telestrations After Dark","173761","7","8","0","1","0","0","0","0","0","0","0","3","","","","","","57006454","6.0848","7.05632","1","2091","2906","thing","Telestrations After Dark","4","8","30","30","20","2015","4,5,6,7,8","5,6,7,8","18+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"Templar Intrigue","150690","0","","0","1","0","0","0","0","0","0","0","3","","","","","","26617820","5.44488","5.07129","1.375","19782","1382","thing","Templar Intrigue","7","10","30","30","15","2014","9,10","10","","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Temporal Odyssey","202884","0","","0","1","0","0","0","1","0","0","0","1","","","","","","46851001","5.58975","6.75842","2.5","7508","427","thing","Temporal Odyssey","2","4","45","45","20","2018","2,4","2","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Teotihuacan: City of Gods","229853","0","","0","1","0","0","0","0","0","0","0","3","","Outland","","","","66660227","7.64881","7.95344","3.7636","62","18168","thing","Teotihuacan: City of Gods","1","4","120","120","90","2018","1,2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Terraforming Mars","167791","8","4","0","1","0","0","0","0","0","0","0","2","","","","","","33111080","8.28554","8.43279","3.2405","4","87518","thing","Terraforming Mars","1","5","120","120","120","2016","1,2,3,4","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Terraforming Mars: Colonies","255681","0","","0","1","0","0","0","1","0","0","0","1","","","","","","56252996","7.39389","8.14732","3.1458","0","16680","thing","Terraforming Mars: Colonies","1","5","120","120","120","2018","1,2,3,4,5","3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Terraforming Mars: Hellas & Elysium","218127","0","","0","1","0","0","0","0","0","0","0","1","","","","","","53998959","7.82798","8.38665","2.9011","0","24351","thing","Terraforming Mars: Hellas & Elysium","1","5","120","120","90","2017","1,2,3,4,5","3","12+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Terraforming Mars: Penguins Promo Card","230241","0","","0","1","0","0","0","0","0","0","0","3","","","","","","55480781","6.37737","7.93703","2.9091","0","5363","thing","Terraforming Mars: Penguins Promo Card","1","5","120","120","90","2017","2,3,4,5","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Terraforming Mars: Prelude","247030","0","","0","1","0","0","0","0","0","0","0","3","","","","","","54095173","8.27005","8.81884","2.5","0","26467","thing","Terraforming Mars: Prelude","1","5","120","120","90","2018","1,2,3,4,5","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Terraforming Mars: Turmoil","273473","0","","0","1","0","0","0","0","0","0","0","1","","","","","","69024416","6.81558","7.65068","3.7167","0","13490","thing","Terraforming Mars: Turmoil","1","5","120","120","120","2019","1,2,3,4,5","3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
